SAMPLE ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
SL125 sul2	3000412	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	33.00	0.00	33.00	89.22	728.00	187.48	0	0	0	0	N/A	N/A		816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
SL125 APH(6)-Id	3002660	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	11.00	0.00	11.00	45.40	380.00	188.73	0	0	0	0	N/A	N/A		837	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
SL125 mel	3000616	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	198.00	0.00	198.00	99.92	1217.00	159.25	0	0	0	0	N/A	N/A		1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
SL125 tet(Q)	3000191	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	12.00	0.00	12.00	60.89	1202.00	189.00	0	0	0	0	N/A	N/A		1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL125 tet(32)	3000196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	26.15	502.00	190.50	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL125 APH(3')-IIIa	3002647	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	2.00	0.00	2.00	37.99	302.00	201.00	0	0	0	0	N/A	N/A		795	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
SL125 mtrC	3000810	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	59.00	0.00	59.00	69.81	865.00	118.24	0	0	0	0	N/A	N/A		1239	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL125 TEM-168	3001034	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	47.00	0.00	47.00	99.65	858.00	189.47	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL125 ErmB	3000375	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	32.00	0.00	32.00	99.87	746.00	178.47	0	0	0	0	N/A	N/A		747	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL125 SAT-4	3002897	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	1.00	0.00	1.00	27.26	148.00	195.00	0	0	0	0	N/A	N/A		543	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
SL125 catQ	3002687	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	1.00	0.00	1.00	20.00	132.00	184.00	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
SL125 macA	3000533	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	80.00	0.00	80.00	93.47	1102.00	142.29	0	0	0	0	N/A	N/A		1179	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL125 lsaC	3003112	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	17.00	0.00	17.00	74.71	1105.00	160.29	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
SL125 tet(M)	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	117.00	0.00	117.00	95.89	1841.00	184.35	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL125 APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	28.00	0.00	28.00	100.00	804.00	192.93	0	0	0	0	N/A	N/A		804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
SL125 TEM-150	3001017	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	8.00	0.00	8.00	45.30	390.00	178.25	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL125 mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	242.00	0.00	242.00	89.48	2867.00	126.83	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL125 tet(A)	3000165	protein homolog model	CARD	1	100.0	no data	no data	Shigella sonnei	8.00	0.00	8.00	37.10	473.00	174.38	0	0	0	0	N/A	N/A		1275	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL125 smeB	3003052	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	5.00	0.00	5.00	5.56	175.00	130.00	0	0	0	0	N/A	N/A		3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
SL125 mphC	3000319	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	0.00	1.00	16.78	151.00	199.00	0	0	0	0	N/A	N/A		900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
SL125 patA	3000024	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	112.00	0.00	112.00	99.82	1692.00	160.18	0	0	0	0	N/A	N/A		1695	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL125 patB	3000025	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	98.00	0.00	98.00	100.00	1767.00	158.31	0	0	0	0	N/A	N/A		1767	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL125 pmrA	3000822	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	50.00	0.00	50.00	99.42	1193.00	156.52	0	0	0	0	N/A	N/A		1200	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL125 RlmA(II)	3001301	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	67.00	0.00	67.00	100.00	849.00	142.66	0	0	0	0	N/A	N/A		849	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
SL125 hmrM	3003953	protein homolog model	CARD	1	100.0	no data	no data	Haemophilus influenzae	4.00	0.00	4.00	13.41	187.00	165.75	0	0	0	0	N/A	N/A		1395	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
SL125 farA	3003961	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	25.00	0.00	25.00	26.93	311.00	131.68	0	0	0	0	N/A	N/A		1155	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux
SL125 tetB(60)	3004036	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	6.00	0.00	6.00	42.18	734.00	151.33	0	0	0	0	N/A	N/A		1740	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL125 tetA(46)	3004032	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	9.00	0.00	9.00	28.12	485.00	196.67	0	0	0	0	N/A	N/A		1725	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL125 tetB(46)	3004033	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	16.00	0.00	16.00	66.49	1155.00	173.19	0	0	0	0	N/A	N/A		1737	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL125 tetA(60)	3004035	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	10.00	0.00	10.00	59.25	1031.00	163.10	0	0	0	0	N/A	N/A		1740	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL125 AxyY	3004144	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter insuavis	9.00	0.00	9.00	19.09	599.00	138.44	0	0	0	0	N/A	N/A		3138	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin	antibiotic efflux
SL125 rpoB2	3000501	protein homolog model	CARD	1	100.0	no data	no data	Nocardia farcinica	24.00	0.00	24.00	30.58	1067.00	100.46	0	0	0	0	N/A	N/A		3489	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
SL125 LpsA	3005052	protein homolog model	CARD	1	100.0	no data	no data	Haemophilus influenzae	3.00	0.00	3.00	29.83	230.00	153.33	0	0	0	0	N/A	N/A		771	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
SL125 CSP-1	3006871	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	4.00	0.00	4.00	52.72	484.00	192.00	0	0	0	0	N/A	N/A		918	CSP beta-lactamase	cephalosporin	antibiotic inactivation
SL125 OXA-527	3005757	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	2.00	0.00	2.00	2.30	19.00	34.00	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	penam	antibiotic inactivation
SL125 Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	CARD	1	100.0	no data	no data	Bifidobacterium adolescentis	60.00	0.00	60.00	51.70	1841.00	128.37	0	0	0	0	N/A	N/A		3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
SL125 tet(O/32/O)	3007119	protein homolog model	CARD	1	100.0	no data	no data	Clostridiaceae bacterium	3.00	0.00	3.00	18.44	354.00	198.67	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL125 tet(O/M/O)	3007120	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	20.00	0.00	20.00	24.27	466.00	179.95	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL125 AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	19.38	279.00	200.50	0	0	0	0	N/A	N/A		1440	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
SL200 TEM-195	3001055	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	12.89	111.00	172.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL200 OXA-85	3001780	protein homolog model	CARD	1	100.0	no data	no data	Fusobacterium nucleatum	19.00	0.00	19.00	96.73	740.00	193.89	0	0	0	0	N/A	N/A		765	OXA beta-lactamase	penam	antibiotic inactivation
SL200 APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	20.00	0.00	20.00	96.32	786.00	194.90	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
SL200 mtrE	3000812	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	28.00	0.00	28.00	37.11	521.00	120.00	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL200 macB	3000535	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	135.00	0.00	135.00	96.43	1866.00	146.39	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL200 tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	6.00	0.00	6.00	24.69	474.00	183.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL200 ErmF	3000498	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	4.00	0.00	4.00	72.41	580.00	198.00	0	0	0	0	N/A	N/A		801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL200 TEM-159	3001025	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	1.00	0.00	1.00	17.54	151.00	201.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
SL200 ErmX	3000596	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pNG2	8.00	0.00	8.00	65.85	563.00	192.75	0	0	0	0	N/A	N/A		855	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL200 sul2	3000412	protein homolog model	CARD	1	100.0	no data	no data	Vibrio cholerae	20.00	0.00	20.00	99.02	808.00	187.60	0	0	0	0	N/A	N/A		816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
SL200 APH(6)-Id	3002660	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	26.00	0.00	26.00	100.00	837.00	191.73	0	0	0	0	N/A	N/A		837	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
SL200 mel	3000616	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	229.00	0.00	229.00	99.92	1217.00	159.35	0	0	0	0	N/A	N/A		1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
SL200 tet(Q)	3000191	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	10.00	0.00	10.00	52.18	1030.00	195.20	0	0	0	0	N/A	N/A		1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL200 tet(32)	3000196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	5.05	97.00	169.50	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL200 APH(3')-IIIa	3002647	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	3.00	0.00	3.00	55.72	443.00	195.67	0	0	0	0	N/A	N/A		795	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
SL200 mtrC	3000810	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	51.00	0.00	51.00	71.19	882.00	128.80	0	0	0	0	N/A	N/A		1239	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL200 tet(K)	3000178	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	21.88	302.00	201.00	0	0	0	0	N/A	N/A		1380	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL200 ErmB	3000375	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	22.00	0.00	22.00	99.87	746.00	188.95	0	0	0	0	N/A	N/A		747	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SL200 SAT-4	3002897	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter coli	5.00	0.00	5.00	15.65	85.00	153.40	0	0	0	0	N/A	N/A		543	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
SL200 lmrD	3002882	protein homolog model	CARD	1	100.0	no data	no data	Lactococcus lactis	2.00	0.00	2.00	8.67	173.00	119.50	0	0	0	0	N/A	N/A		1995	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux
SL200 catQ	3002687	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	2.00	0.00	2.00	22.42	148.00	184.00	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
SL200 macA	3000533	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	66.00	0.00	66.00	94.15	1110.00	132.32	0	0	0	0	N/A	N/A		1179	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
SL200 lsaC	3003112	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	37.00	0.00	37.00	99.32	1469.00	135.14	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
SL200 tet(M)	3000186	protein homolog model	CARD	1	100.0	no data	no data	Erysipelothrix rhusiopathiae	81.00	0.00	81.00	94.43	1813.00	186.69	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
SL200 APH(3'')-Ib	3002639	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	41.00	0.00	41.00	93.53	752.00	198.10	0	0	0	0	N/A	N/A		804	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
SL200 CfxA3	3003003	protein homolog model	CARD	1	100.0	no data	no data	Capnocytophaga ochracea	16.00	0.00	16.00	69.98	676.00	187.25	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
SL200 mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	111.00	0.00	111.00	89.29	2861.00	121.71	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
SL200 tet(A)	3000165	protein homolog model	CARD	1	100.0	no data	no data	Shigella sonnei	6.00	0.00	6.00	33.25	424.00	191.17	0	0	0	0	N/A	N/A		1275	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL200 patA	3000024	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	300.00	0.00	300.00	100.00	1695.00	167.64	0	0	0	0	N/A	N/A		1695	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL200 patB	3000025	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	221.00	0.00	221.00	100.00	1767.00	163.70	0	0	0	0	N/A	N/A		1767	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL200 pmrA	3000822	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	86.00	0.00	86.00	100.00	1200.00	169.01	0	0	0	0	N/A	N/A		1200	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
SL200 RlmA(II)	3001301	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pneumoniae	150.00	0.00	150.00	100.00	849.00	148.10	0	0	0	0	N/A	N/A		849	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
SL200 msbA	3003950	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	4.46	78.00	56.00	0	0	0	0	N/A	N/A		1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
SL200 hmrM	3003953	protein homolog model	CARD	1	100.0	no data	no data	Haemophilus influenzae	2.00	0.00	2.00	19.64	274.00	181.00	0	0	0	0	N/A	N/A		1395	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
SL200 farB	3003962	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	7.00	0.00	7.00	16.11	246.00	122.71	0	0	0	0	N/A	N/A		1527	major facilitator superfamily (MFS) antibiotic efflux pump	antibacterial free fatty acids	antibiotic efflux
SL200 Mef(En2)	3004659	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	4.00	0.00	4.00	40.05	483.00	199.75	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; lincosamide antibiotic	antibiotic efflux
SL200 tetB(60)	3004036	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1.00	0.00	1.00	8.62	150.00	120.00	0	0	0	0	N/A	N/A		1740	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
SL200 tetA(46)	3004032	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	5.00	0.00	5.00	34.96	603.00	141.20	0	0	0	0	N/A	N/A		1725	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
